City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3466165,Cidreira,BR,-30.1811,-50.2056,63.19,76,0,10.47
541349,Krasnyy Yar,RU,46.5331,48.3456,50.97,79,100,15.48
2940476,Bützow,DE,53.85,11.9833,43.66,85,36,7.14
3129839,Aras,ES,42.5617,-2.356,44.85,87,0,6.91
2015306,Tiksi,RU,71.6872,128.8694,18.82,77,27,5.39
2377457,Nouadhibou,MR,20.931,-17.0347,64.38,88,75,18.41
5122534,Jamestown,US,42.097,-79.2353,49.39,46,0,8.05
2127060,Arman',RU,59.7,150.1667,35.65,87,99,4.25
3461425,Ilhabela,BR,-23.7781,-45.3581,69.3,71,98,2.01
2450173,Taoudenni,ML,22.6783,-3.9836,81.36,11,0,16.17
2255285,Sibiti,CG,-3.6819,13.3499,68.04,99,77,0.34
1006984,East London,ZA,-33.0153,27.9116,61.43,84,100,10.87
1642773,Japura,ID,-0.3167,102.35,82.36,77,100,3.74
2109528,Buala,SB,-8.145,159.5921,84.25,74,38,9.69
2015179,Tommot,RU,58.9564,126.2925,53.26,58,87,9.33
3533462,Acapulco de Juárez,MX,16.8634,-99.8901,79.77,72,97,6.85
964432,Port Alfred,ZA,-33.5906,26.891,57.18,87,99,3.0
3443061,Chui,UY,-33.6971,-53.4616,56.32,85,2,4.99
2155415,New Norfolk,AU,-42.7826,147.0587,57.7,53,85,1.01
113646,Tabriz,IR,38.08,46.2919,44.06,70,75,2.3
3500957,La Romana,DO,18.4273,-68.9728,75.56,94,20,0.0
2520726,Buñol,ES,39.4167,-0.7833,54.45,65,5,4.52
3361934,Saldanha,ZA,-33.0117,17.9442,50.05,85,2,13.53
3414079,Olafsvik,IS,64.8945,-23.7142,42.15,92,100,14.07
7647007,Bariloche,AR,-41.1456,-71.3082,55.15,50,40,19.57
1803422,Linhai,CN,28.85,121.1167,76.93,51,99,4.27
2163355,Hobart,AU,-42.8794,147.3294,59.29,59,40,13.8
102527,Sakakah,SA,29.9697,40.2064,60.37,35,2,6.26
2120047,Ust'-Omchug,RU,61.15,149.6333,32.14,90,100,1.23
1651810,Airai,TL,-8.9266,125.4092,73.67,60,46,5.75
1622786,Makassar,ID,-5.14,119.4221,84.25,89,20,2.3
5421250,Englewood,US,39.6478,-104.9878,61.95,43,40,17.27
5859699,College,US,64.8569,-147.8028,45.52,80,75,5.75
3445026,Vila Velha,BR,-20.3297,-40.2925,75.15,78,0,12.66
3985710,Cabo San Lucas,MX,22.8909,-109.9124,78.51,51,0,1.01
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,72.09,79,72,8.66
3652764,Puerto Ayora,EC,-0.7393,-90.3518,71.51,93,25,7.47
4231997,Avera,US,33.194,-82.5271,60.3,73,0,7.2
3144661,Nesna,NO,66.1967,13.0213,37.29,63,100,15.9
3470137,Belmonte,BR,-15.8631,-38.8828,74.62,88,61,4.43
3356832,Henties Bay,NA,-22.116,14.2845,55.98,89,0,11.43
1267390,Kavaratti,IN,10.5669,72.642,84.58,68,81,11.14
3355672,Lüderitz,NA,-26.6481,15.1594,52.79,75,0,14.88
1257540,Sambhal,IN,28.5833,78.55,93.33,15,0,5.64
6050066,La Ronge,CA,55.1001,-105.2842,48.45,71,100,5.75
3516078,Tekanto,MX,21.0167,-89.1,80.22,70,1,3.24
2654970,Brae,GB,60.3964,-1.353,42.66,75,99,7.11
3984571,Santa Catarina de Tepehuanes,MX,25.35,-105.7333,62.82,33,0,8.81
2012593,Zeya,RU,53.75,127.2667,56.19,28,23,4.99
2017155,Saskylakh,RU,71.9167,114.0833,13.84,90,62,14.9
1496476,Nyagan,RU,62.1406,65.3936,47.25,75,84,6.8
1793774,Suozhen,CN,36.9539,118.1047,54.07,55,100,10.58
4020109,Atuona,PF,-9.8,-139.0333,78.91,72,38,14.9
3395981,Maceió,BR,-9.6658,-35.7353,72.84,94,75,3.44
1819729,Hong Kong,HK,22.2855,114.1577,80.13,61,89,8.99
4035715,Avarua,CK,-21.2078,-159.775,80.94,76,44,6.29
1106677,Bambous Virieux,MU,-20.3428,57.7575,71.85,94,75,2.3
6316343,Alta Floresta,BR,-9.8756,-56.0861,70.84,93,14,2.17
3391889,Pitimbu,BR,-7.4706,-34.8086,75.79,84,91,7.58
2410065,Yamandu,SL,7.9362,-11.4928,71.94,98,100,1.07
933995,Souillac,MU,-20.5167,57.5167,71.98,94,75,2.3
6620339,Karratha,AU,-20.7377,116.8463,83.75,36,94,20.56
4164601,Miramar,US,25.9873,-80.2323,74.97,79,20,6.91
3448903,São João da Barra,BR,-21.6403,-41.0511,68.59,92,2,11.7
3386213,Touros,BR,-5.1989,-35.4608,76.57,88,100,8.1
5478673,Meadow Lake,US,34.8014,-106.5436,76.96,12,44,19.28
3421319,Nuuk,GL,64.1835,-51.7216,29.88,92,6,11.01
1275506,Birmitrapur,IN,22.4,84.7667,94.6,28,0,2.51
3608828,Iralaya,HN,15.0,-83.2333,80.44,84,78,10.27
3883457,Lebu,CL,-37.6167,-73.65,52.99,92,5,1.01
2109701,Auki,SB,-8.7676,160.7034,84.94,70,38,4.0
5975004,High Level,CA,58.5169,-117.136,33.91,100,100,12.66
2156643,Mount Gambier,AU,-37.8333,140.7667,58.91,72,75,8.05
3645532,Ciudad Bolivar,VE,8.1222,-63.5497,78.66,80,100,2.28
2511150,Santa Lucía,ES,27.9117,-15.5407,58.32,77,20,17.27
5924351,Clyde River,CA,70.4692,-68.5914,17.83,86,40,3.44
209598,Manono,CD,-7.3,27.4167,67.57,86,100,3.31
2121385,Severo-Kuril'sk,RU,50.6789,156.125,50.47,73,98,12.12
3423146,Ilulissat,GL,69.2167,-51.1,7.0,89,2,5.95
4696233,Harlingen,US,26.1906,-97.6961,80.37,88,0,14.97
6165406,Thompson,CA,55.7435,-97.8558,60.96,63,100,4.61
1810553,Gaogou,CN,34.0175,119.1886,70.63,26,8,11.32
3424607,Tasiilaq,GL,65.6145,-37.6368,27.1,72,100,5.32
2137773,Vao,NC,-22.6667,167.4833,74.14,71,47,17.6
4323873,Estelle,US,29.8458,-90.1067,80.55,69,0,0.0
4448903,Tupelo,US,34.2576,-88.7034,60.67,77,0,0.0
990930,Kimberley,ZA,-28.7323,24.7623,47.89,93,7,2.3
538075,Kuyanovo,RU,55.8014,54.5372,48.45,63,8,3.22
3354071,Oranjemund,NA,-28.55,16.4333,53.56,88,0,8.03
2174933,Bongaree,AU,-27.0797,153.1586,70.86,90,99,15.73
3407194,Areia Branca,BR,-4.9561,-37.1369,76.42,88,94,10.49
5557293,Sitka,US,57.0531,-135.33,49.89,62,75,18.41
627811,Ivanava,BY,52.1451,25.5365,48.31,88,62,5.39
1272864,Dhārchula,IN,29.85,80.5333,78.4,36,9,4.59
3379316,Lethem,GY,3.3803,-59.7968,75.4,88,71,3.38
3380290,Sinnamary,GF,5.3833,-52.95,77.7,87,77,9.13
3468031,Camaçari,BR,-12.6975,-38.3242,82.17,89,2,4.27
1735106,George Town,MY,5.4112,100.3354,85.96,75,20,10.36
2630299,Hofn,IS,64.2539,-15.2082,43.92,75,100,8.1
709248,Fastiv,UA,50.0767,29.9177,50.47,69,82,6.71
1282256,Hithadhoo,MV,-0.6,73.0833,84.2,76,22,16.06
3137469,Sørland,NO,67.667,12.6934,37.26,62,95,19.42
2522875,Province of Trapani,IT,37.8333,12.6667,56.88,88,40,4.61
1709653,Kalawit,PH,8.0667,122.5167,86.27,77,68,11.56
3869716,Tocopilla,CL,-22.092,-70.1979,62.31,84,32,4.79
1519385,Sergeevka,KZ,53.88,67.4158,50.94,30,1,7.67
777019,Vardø,NO,70.3705,31.1107,33.78,80,75,23.02
3451138,Rio Grande,BR,-32.035,-52.0986,59.34,84,1,7.09
710615,Chortomlyk,UA,47.6232,34.142,49.59,65,96,2.28
6537117,Gorgonzola,IT,45.5316,9.4047,57.45,93,100,4.47
1805935,Jiazi,CN,22.8779,116.067,78.22,66,93,15.52
189280,Lodwar,KE,3.1191,35.5973,81.36,61,74,11.07
4005370,Guadalupe y Calvo,MX,26.1,-106.9667,51.19,35,2,2.71
3400739,Esperantinópolis,BR,-4.8667,-44.7083,74.37,93,98,2.48
1507390,Dikson,RU,73.5069,80.5464,10.85,95,91,13.35
338554,Dubti,ET,11.7361,41.0853,84.42,57,25,11.25
5856516,‘Āhuimanu,US,21.4447,-157.8378,77.7,70,75,23.02
359796,Suez,EG,29.9737,32.5263,64.22,38,59,6.02
934322,Mahébourg,MU,-20.4081,57.7,71.89,94,75,2.3
3099759,Elblag,PL,54.1522,19.4088,50.97,91,60,4.99
2028164,Deputatsky,RU,69.3,139.9,18.99,68,99,4.25
3981391,Tomatlán,MX,19.9333,-105.25,71.55,84,38,1.01
934479,Grand Gaube,MU,-20.0064,57.6608,75.38,76,42,3.0
1863398,Haibara-akanedai,JP,34.5333,135.95,64.06,34,24,8.86
3372707,Ribeira Grande,PT,38.5167,-28.7,61.02,66,87,2.89
3420846,Qaqortoq,GL,60.7167,-46.0333,38.52,65,98,5.91
3887127,Iquique,CL,-20.2208,-70.1431,64.44,78,59,2.19
780687,Berlevåg,NO,70.8578,29.0864,33.6,89,100,29.95
2270385,Camacha,PT,33.0833,-16.3333,58.42,72,40,12.66
3466980,Caravelas,BR,-17.7125,-39.2481,74.26,86,96,10.47
3139597,Sistranda,NO,63.7256,8.834,37.36,61,98,19.57
2729907,Longyearbyen,SJ,78.2186,15.6401,9.0,91,45,5.7
3899695,Ancud,CL,-41.8697,-73.8203,56.07,92,100,25.41
2112309,Katsuura,JP,35.1333,140.3,58.78,73,100,16.82
5546220,Saint George,US,37.1041,-113.5841,82.99,14,0,27.63
72181,Marzuq,YE,14.4,46.4667,72.73,32,25,4.5
3465228,Coxim,BR,-18.5067,-54.76,62.65,50,0,3.36
2135517,Norsup,VU,-16.0667,167.3833,82.85,61,47,17.34
5735537,La Grande,US,45.3246,-118.0877,41.61,70,98,9.44
6137462,Saint-Augustin,CA,51.226,-58.6502,31.39,73,18,6.6
1735902,Sibu,MY,2.3,111.8167,82.13,83,40,3.44
1121143,Zabul Province,AF,32.25,67.25,74.37,19,0,5.86
2397614,Ndendé,GA,-2.4008,11.3581,71.64,98,96,2.1
2210554,Sirte,LY,31.2089,16.5887,62.96,73,2,7.2
884927,Mutoko,ZW,-17.397,32.2268,57.36,85,8,1.52
1490256,Talnakh,RU,69.4865,88.3972,16.21,88,10,12.97
4033557,Tautira,PF,-17.7333,-149.15,81.1,74,8,0.09
964420,Port Elizabeth,ZA,-33.918,25.5701,54.81,81,0,6.91
3576994,Cockburn Town,TC,21.4612,-71.1419,78.53,81,0,8.86
2400547,Gamba,GA,-2.65,10.0,75.76,87,100,1.68
2015913,Suntar,RU,62.1444,117.6319,46.53,71,51,14.92
6453316,Tromsø,NO,69.6496,18.957,31.37,86,75,0.0
2108502,Honiara,SB,-9.4333,159.95,86.32,71,44,8.93
563534,El'brus,RU,43.2577,42.6443,30.11,93,79,2.84
1269046,Jhajha,IN,24.7667,86.3667,93.92,36,18,7.31
2036055,Lishu,CN,43.3047,124.3278,67.24,13,100,8.93
2264557,Ponta do Sol,PT,32.6667,-17.1,62.94,68,80,6.96
2025241,Churapcha,RU,62.0025,132.4325,45.28,80,100,13.09
5880054,Barrow,US,71.2906,-156.7887,24.82,86,100,8.05
2019935,Mnogovershinnyy,RU,53.9353,139.9242,40.93,69,100,6.58
2071860,Esperance,AU,-33.8667,121.9,67.84,37,62,14.67
1705441,Lubao,PH,14.9167,120.55,92.91,42,28,10.6
5392593,San Ramon,US,37.7799,-121.978,55.2,63,0,16.11
949683,Thabazimbi,ZA,-24.5917,27.4116,60.69,42,17,4.72
5710360,Winnemucca,US,40.973,-117.7357,55.45,28,75,14.97
3372760,Praia da Vitória,PT,38.7333,-27.0667,57.45,94,40,2.93
2513947,Melilla,ES,35.2937,-2.9383,59.38,82,40,2.3
4726521,San Patricio,US,28.017,-97.5169,79.54,85,0,15.12
3515643,Tierra Colorada,MX,17.1667,-99.5833,77.97,69,99,1.92
2214827,Mizdah,LY,31.4451,12.9801,58.71,43,4,5.64
3372964,Lagoa,PT,39.05,-27.9833,59.97,70,94,5.55
8010683,Porto Santo,PT,33.072,-16.3415,61.18,72,40,12.66
4362001,Mayo,US,38.8876,-76.5119,46.54,93,100,10.36
2074865,Carnarvon,AU,-24.8667,113.6333,77.07,47,40,4.61
2070998,Geraldton,AU,-28.7667,114.6,79.21,34,40,6.91
4032369,Pangai,TO,-19.8,-174.35,78.04,68,80,6.11
2063036,Port Lincoln,AU,-34.7333,135.8667,61.52,64,15,7.43
2084442,Vanimo,PG,-2.6741,141.3028,86.56,68,33,9.73
5563397,Eureka,US,40.8021,-124.1637,52.0,76,9,3.0
1500607,Lesosibirsk,RU,58.2358,92.4828,33.37,60,100,15.05
3422683,Kangaatsiaq,GL,68.3065,-53.4641,15.26,88,10,6.17
1512019,Aksarka,RU,66.5606,67.7975,32.63,100,100,10.8
651943,Kokkola,FI,63.8385,23.1307,35.24,75,0,4.61
3672197,Pinillos,CO,8.9193,-74.4677,76.33,93,47,2.71
3683528,El Paujíl,CO,1.5701,-75.3286,71.01,98,93,0.54
1806408,Yangjiang,CN,21.85,111.9667,79.61,69,98,6.26
2686469,Örnsköldsvik,SE,63.2909,18.7153,32.95,74,84,11.5
6125862,Roblin,CA,51.23,-101.3565,52.11,87,68,17.83
1738050,Marabu,MY,4.4148,114.0089,87.94,79,40,4.61
3453060,Pontes e Lacerda,BR,-15.2261,-59.3353,64.78,68,0,3.18
1259385,Port Blair,IN,11.6667,92.75,84.0,79,100,22.64
2013727,Vanavara,RU,60.34,102.2797,34.12,65,100,17.81
3614970,Azacualpa,HN,15.3433,-88.5514,79.45,94,81,1.25
1224061,Wattegama,LK,6.7989,81.4808,81.75,75,100,3.71
3385077,Conde,BR,-7.2597,-34.9075,74.66,100,75,4.61
2392505,Nikki,BJ,9.9401,3.2108,77.5,76,34,7.47
1685422,Sulangan,PH,11.1373,123.7228,84.09,74,71,11.81
2643044,Margate,GB,51.3813,1.3862,48.85,89,1,5.99
1732826,Mersing,MY,2.4312,103.8405,80.51,89,40,1.14
2171722,Charters Towers,AU,-20.1,146.2667,78.33,66,98,13.0
1307741,Myitkyina,MM,25.3833,97.4,88.09,50,48,2.91
3109966,Santa Comba,ES,43.0331,-8.8093,51.01,62,96,2.21
2156927,Moree,AU,-29.4667,149.85,68.02,28,0,12.66
2025325,Chkalovskoye,RU,44.8392,133.0436,54.19,32,28,15.95
3703229,Pedregal,PA,8.3667,-82.4333,77.09,100,40,2.3
5746545,Portland,US,45.5234,-122.6762,47.77,73,99,5.99
2121025,Srednekolymsk,RU,67.45,153.6833,29.8,87,60,9.13
5488598,Ruidoso,US,33.3317,-105.673,70.72,9,0,19.57
2294915,Takoradze,GH,4.8845,-1.7554,79.23,84,43,1.77
2216645,Hūn,LY,29.1268,15.9477,64.26,43,0,10.33
5861897,Fairbanks,US,64.8378,-147.7164,45.48,79,75,5.75
515879,Oktyabr'skiy,RU,54.4815,53.471,48.36,55,5,2.89
2194098,Ahipara,NZ,-35.1667,173.1667,67.21,62,18,4.07
485824,Suzdal,RU,56.4281,40.4414,46.89,80,88,11.01
485660,Tsimmerbude,RU,54.675,20.1347,42.85,90,59,8.68
286621,Salalah,OM,17.0151,54.0924,79.56,77,34,5.88
1673820,Kaohsiung City,TW,22.6163,120.3133,82.98,77,75,10.36
3628473,San Cristobal,VE,7.7669,-72.225,71.78,99,99,3.74
4034551,Faanui,PF,-16.4833,-151.75,82.18,73,9,7.23
3181480,Bruneck,IT,46.7958,11.9364,50.29,93,98,2.57
5767918,Pierre,US,44.3683,-100.351,62.55,59,100,10.0
1277769,Baikunthpur,IN,23.25,82.55,91.18,20,0,4.05
5969025,Haines Junction,CA,60.7522,-137.5108,40.95,81,82,4.61
1652203,Xam Nua,LA,20.4197,104.0439,74.28,78,98,1.45
2738381,Lata,PT,40.1629,-8.3327,55.08,65,97,3.09
1273909,Churāchāndpur,IN,24.3333,93.6667,82.29,52,2,1.01
1218612,Murgab,TM,37.4966,61.9714,71.47,60,0,6.91
3932145,Pisco,PE,-13.7,-76.2167,64.45,88,9,10.36
2012530,Zhigansk,RU,66.7697,123.3711,30.92,95,100,13.09
2338660,Yaan,NG,7.3833,8.5667,76.5,87,99,3.47
542133,Krasnoyarskiy,RU,51.965,59.8967,46.74,35,85,9.57
2036933,Helong,CN,42.5397,128.9972,62.42,18,100,14.5
1493162,Salym,RU,60.0625,71.4789,37.89,94,100,4.29
2521582,Arona,ES,28.0996,-16.681,59.04,79,0,5.75
6096551,Pangnirtung,CA,66.1451,-65.7125,12.96,73,39,7.4
1177446,Gwadar,PK,25.1216,62.3254,80.76,79,0,9.93
5847411,Kahului,US,20.8947,-156.47,78.12,68,20,24.16
1275812,Bhuj,IN,23.2667,69.6667,84.47,58,0,12.93
3397665,Jaguaruana,BR,-4.8339,-37.7811,74.1,95,80,5.26
3664716,Canutama,BR,-6.5339,-64.3831,73.47,97,100,4.32
2436400,Ati,TD,13.2154,18.3353,87.15,27,100,5.86
2662689,Visby,SE,57.6409,18.296,34.02,93,100,2.3
3629614,Punta Cardon,VE,11.6581,-70.215,79.27,86,82,22.08
6111862,Port Hardy,CA,50.6996,-127.4199,42.98,87,75,8.05
1510916,Barabinsk,RU,55.3571,78.357,43.79,33,51,12.21
1068971,Antsohihy,MG,-14.8796,47.9875,69.93,89,14,3.47
556268,Ostrovnoy,RU,68.0531,39.5131,32.94,79,96,14.23
1056899,Sambava,MG,-14.2667,50.1667,72.73,91,37,8.19
3389622,Santa Helena,BR,-2.2311,-45.3,73.62,98,100,1.61
2229798,Kousséri,CM,12.0769,15.0306,89.56,43,88,4.61
2240449,Luanda,AO,-8.8368,13.2343,77.0,94,75,10.36
2446796,Bilma,NE,18.6853,12.9164,90.84,13,100,5.99
1314759,Lashio,MM,22.9333,97.75,84.56,52,28,1.05
1503061,Kochki,RU,54.3358,80.4806,42.91,30,0,9.73
1498161,Muzhi,RU,65.3667,64.6667,35.33,100,100,7.47
3441890,Departamento de Maldonado,UY,-34.6667,-54.9167,58.39,90,16,5.57
2094342,Kavieng,PG,-2.5744,150.7967,86.07,65,28,16.37
1489138,Tselinnoye,RU,53.0833,85.6667,40.91,31,2,9.91
1680677,Tungawan,PH,7.5081,122.3711,86.99,71,76,2.62
3374333,Praia,CV,14.9215,-23.5087,70.34,78,20,16.11
2206894,Hokitika,NZ,-42.7167,170.9667,58.8,97,100,17.96
986717,Kruisfontein,ZA,-34.0033,24.7314,52.88,77,55,5.79
3397763,Jacareacanga,BR,-6.2222,-57.7528,73.11,98,64,0.85
3115824,Muros,ES,42.7762,-9.0603,54.84,84,92,4.81
3665199,Ariquemes,BR,-9.9133,-63.0408,72.91,91,61,1.88
3466901,Carmo do Rio Claro,BR,-20.9719,-46.1189,65.71,79,99,4.03
878549,Zvishavane,ZW,-20.3267,30.0665,60.46,63,19,2.17
3981432,Todos Santos,MX,23.45,-110.2167,69.89,68,2,5.86
1508260,Novobirilyussy,RU,56.9514,90.6661,33.42,51,100,14.76
3520994,Puerto Escondido,MX,15.85,-97.0667,81.82,62,96,3.6
688750,Vylkove,UA,45.4021,29.586,47.84,67,71,2.73
4946620,Palmer,US,42.1584,-72.3287,45.5,40,75,9.22
1786060,Yuanping,CN,38.7153,112.7575,53.67,52,99,2.82
1649150,Bengkulu,ID,-3.8004,102.2655,80.53,72,100,2.33
1337610,Thinadhoo,MV,0.5333,72.9333,83.86,77,28,14.76
2027296,Aykhal,RU,66.0,111.5,31.46,98,100,21.88
1273246,Deogarh,IN,21.5333,84.7333,89.58,46,0,6.29
4470244,Havelock,US,34.8791,-76.9013,60.64,92,100,4.0
2126123,Chokurdakh,RU,70.6333,147.9167,16.7,87,82,8.63
669691,Prejmer,RO,45.7167,25.7667,42.19,45,40,2.08
6148373,Sioux Lookout,CA,50.1001,-91.917,57.27,38,75,8.05
3936456,Lima,PE,-12.0432,-77.0282,67.89,79,0,8.05
2038665,Alihe,CN,50.5667,123.7167,67.89,13,0,2.17
1707944,Lala,PH,7.9745,123.7458,90.66,58,43,7.07
3374210,São Filipe,CV,14.8961,-24.4956,72.64,80,10,9.01
1814093,Dali,CN,25.7,100.1833,72.43,50,19,5.08
3945985,Camaná,PE,-16.6228,-72.7111,65.48,90,64,5.73
2374583,Bubaque,GW,11.2833,-15.8333,77.02,71,3,10.87
1990589,Teluknaga,ID,-6.0989,106.6381,86.02,79,20,5.75
336372,Waliso,ET,8.5333,37.9833,60.35,48,28,3.47
3899539,Antofagasta,CL,-23.65,-70.4,61.88,80,75,3.47
1635164,Mlonggo,ID,-6.5333,110.7,85.91,71,29,6.08
610529,Atyrau,KZ,47.1167,51.8833,48.22,93,75,20.13
98112,Balad,IQ,34.0164,44.1453,66.43,36,4,3.89
342190,Bichena,ET,10.45,38.2,59.74,49,36,0.98
1214488,Meulaboh,ID,4.1363,96.1285,77.76,89,100,5.41
1215502,Banda Aceh,ID,5.5577,95.3222,84.22,70,98,5.84
3573374,The Valley,AI,18.217,-63.0578,80.46,76,58,17.56
2988507,Paris,FR,48.8534,2.3488,53.47,90,0,10.36
2013406,Vidim,RU,56.4088,103.1106,42.93,38,100,15.37
921900,Dzaoudzi,YT,-12.7887,45.2699,80.49,78,40,10.36
3556437,Jagüey Grande,CU,22.5269,-81.1286,75.76,87,1,4.32
3516171,Barra de Tecoanapa,MX,16.5167,-98.75,80.87,73,100,5.95
8079926,Labuhan,ID,-6.8844,112.2051,86.05,71,79,4.47
2027316,Ayan,RU,56.45,138.1667,40.93,70,35,4.43
1854774,Ōdachō-ōda,JP,35.1833,132.5,63.37,50,35,13.02
6087892,Niagara Falls,CA,43.1001,-79.0663,46.04,57,0,7.38
5282297,Bethel,US,41.3712,-73.414,46.04,50,100,1.99
2025256,Chumikan,RU,54.7183,135.315,46.36,59,0,12.37
2381972,Adrar,MR,20.5022,-10.0711,84.43,15,26,8.12
2980080,Saint-François,FR,46.4154,3.9054,45.84,93,42,0.0
2064735,Nhulunbuy,AU,-12.2333,136.7667,86.61,74,75,14.97
5919850,Chapais,CA,49.7834,-74.8492,35.38,89,0,3.94
359792,Aswān,EG,24.0934,32.907,72.7,17,0,4.61
2184772,Te Karaka,NZ,-38.4654,177.8679,68.4,52,9,4.76
2112802,Hasaki,JP,35.7333,140.8333,68.4,53,98,20.13
1636022,Martapura,ID,-3.4167,114.85,84.29,84,40,5.75
1655559,Luang Prabang,LA,19.8856,102.1347,78.76,83,75,2.3
2012623,Zavodskoy,RU,43.4597,132.2922,58.59,24,19,15.66
