City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
934649,Cap Malheureux,MU,-19.9842,57.6142,77.47,71,50,5.01
1633419,Padang,ID,-0.9492,100.3543,77.05,85,100,2.89
4036284,Alofi,NU,-19.0595,-169.9187,79.52,70,0,4.9
2194098,Ahipara,NZ,-35.1667,173.1667,56.19,85,0,4.59
286621,Salalah,OM,17.0151,54.0924,86.09,79,20,11.5
3374083,Bathsheba,BB,13.2167,-59.5167,84.81,65,20,20.71
5690532,Minot,US,48.2325,-101.2963,52.07,76,75,19.57
2017155,Saskylakh,RU,71.9167,114.0833,15.6,84,55,15.75
2034754,Shunyi,CN,40.125,116.6453,44.55,93,0,2.24
4589446,North Myrtle Beach,US,33.816,-78.68,79.25,85,0,10.36
2738381,Lata,PT,40.1629,-8.3327,78.49,43,10,7.65
55671,Kismayo,SO,-0.3582,42.5454,80.96,82,100,13.71
2206939,Bluff,NZ,-46.6,168.3333,49.8,90,100,7.18
3351663,Benguela,AO,-12.5763,13.4055,85.42,53,12,7.9
6089245,Norman Wells,CA,65.282,-126.8329,32.04,87,57,4.79
5961417,Gimli,CA,50.6336,-96.9907,49.23,83,77,12.62
2074865,Carnarvon,AU,-24.8667,113.6333,66.27,59,64,5.75
2396518,Port-Gentil,GA,-0.7193,8.7815,82.36,78,99,10.78
4726521,San Patricio,US,28.017,-97.5169,80.58,79,13,5.28
2075265,Busselton,AU,-33.65,115.3333,55.6,62,0,7.81
3430863,Mar del Plata,AR,-38.0023,-57.5575,65.12,62,0,5.75
935214,Saint-Pierre,RE,-21.3393,55.4781,76.08,73,0,26.46
1692052,Kinatakutan,PH,13.9525,122.4758,78.4,91,6,5.73
6201424,Mataura,NZ,-46.1927,168.8643,49.48,91,99,2.8
492218,Skuratovskiy,RU,54.1108,37.6011,54.59,43,92,8.08
3709569,Finca Blanco,PA,8.3833,-82.8667,82.18,86,100,3.27
2225457,Nanga Eboko,CM,4.6833,12.3667,77.79,86,86,3.44
3386931,Tamandaré,BR,-8.7597,-35.1047,82.53,74,100,10.56
1106677,Bambous Virieux,MU,-20.3428,57.7575,77.25,73,75,14.97
2015306,Tiksi,RU,71.6872,128.8694,28.89,84,100,18.07
5962442,Goderich,CA,43.7501,-81.7165,55.9,63,100,13.56
964432,Port Alfred,ZA,-33.5906,26.891,69.19,83,0,5.01
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,28.98,98,100,6.8
2126123,Chokurdakh,RU,70.6333,147.9167,13.89,97,100,5.12
2897132,Husum,DE,54.4858,9.0524,62.55,70,57,10.45
3421193,Paamiut,GL,61.994,-49.6678,33.84,99,100,1.34
5855927,Hilo,US,19.7297,-155.09,69.35,93,100,4.61
4020109,Atuona,PF,-9.8,-139.0333,79.14,67,63,17.27
2121025,Srednekolymsk,RU,67.45,153.6833,30.6,99,100,7.27
10722858,Forsytheganj,BY,52.6333,29.7333,60.22,44,86,7.87
3381041,Mana,GF,5.6592,-53.7767,80.56,85,99,7.96
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,76.86,65,75,17.27
2070998,Geraldton,AU,-28.7667,114.6,64.81,39,0,12.66
5557293,Sitka,US,57.0531,-135.33,39.09,87,75,0.0
546105,Nikolskoye,RU,59.7035,30.7861,61.21,58,99,4.68
2629833,Husavik,IS,66.0449,-17.3389,34.59,55,45,7.38
1267390,Kavaratti,IN,10.5669,72.642,85.1,71,100,13.62
2455517,Kayes,ML,14.0,-11.0,108.21,11,52,7.56
3421719,Narsaq,GL,60.9167,-46.05,44.82,98,100,4.43
1244926,Hambantota,LK,6.1241,81.1185,86.34,79,75,3.44
2108857,Gizo Government Station,SB,-8.103,156.8419,82.94,75,76,5.14
5983720,Iqaluit,CA,63.7506,-68.5145,13.69,72,51,20.0
964420,Port Elizabeth,ZA,-33.918,25.5701,67.32,84,12,3.0
6167817,Torbay,CA,47.6666,-52.7314,40.87,94,100,5.01
5380437,Pacific Grove,US,36.6177,-121.9166,52.45,90,55,5.99
2630299,Hofn,IS,64.2539,-15.2082,44.62,26,0,20.71
3831208,Qaanaaq,GL,77.484,-69.3632,18.52,71,100,10.49
5392171,San Jose,US,37.3394,-121.895,55.49,85,100,1.01
2120591,Tilichiki,RU,60.4667,166.1,25.68,97,100,0.94
2191562,Dunedin,NZ,-45.8742,170.5036,56.8,87,98,3.04
1508161,Cherepanovo,RU,54.2222,83.381,60.28,45,53,10.83
3723779,Jacmel,HT,18.2342,-72.5347,82.24,72,8,5.21
553766,Kamenka,RU,51.3223,42.7678,52.54,37,6,7.85
5248511,Chippewa Falls,US,44.9369,-91.3929,53.62,61,100,7.0
2446796,Bilma,NE,18.6853,12.9164,107.82,6,71,11.79
2208485,Zliten,LY,32.4674,14.5687,68.27,71,0,24.63
2524371,Locri,IT,38.2414,16.2623,70.32,75,47,16.26
3899695,Ancud,CL,-41.8697,-73.8203,53.13,87,100,7.43
3894426,Coyhaique,CL,-45.5752,-72.0662,46.35,76,40,3.44
6165406,Thompson,CA,55.7435,-97.8558,47.34,90,90,10.13
2036933,Helong,CN,42.5397,128.9972,47.16,48,100,2.8
2297810,Mumford,GH,5.2618,-0.759,84.65,69,100,9.44
1067565,Beloha,MG,-25.1667,45.05,80.87,55,56,11.21
3661894,Tonantins,BR,-2.8731,-67.8022,77.85,88,92,3.56
5972291,Havre-St-Pierre,CA,50.2334,-63.5986,41.36,38,75,12.66
4031574,Provideniya,RU,64.3833,-173.3,26.28,87,29,4.12
3445026,Vila Velha,BR,-20.3297,-40.2925,76.95,83,100,11.5
921786,Mitsamiouli,KM,-11.3847,43.2844,82.27,77,55,12.24
49747,Oddur,SO,4.1213,43.8894,86.68,47,88,16.26
1516048,Khovd,MN,48.0056,91.6419,61.77,30,33,5.93
1714733,Dingle,PH,10.9995,122.6711,79.86,78,94,6.76
4034551,Faanui,PF,-16.4833,-151.75,80.49,76,9,1.36
6185377,Yellowknife,CA,62.456,-114.3525,43.32,70,75,9.22
2322495,Tari,NG,12.4086,4.4914,103.05,23,77,6.24
5870133,Nome,US,64.5011,-165.4064,24.87,86,20,0.0
1151073,Prachuap Khiri Khan,TH,12.2167,99.75,79.68,93,100,1.34
2121385,Severo-Kuril'sk,RU,50.6789,156.125,36.28,78,14,7.05
4021858,Guerrero Negro,MX,27.9769,-114.0611,59.14,87,65,7.4
2132606,Samarai,PG,-10.6167,150.6667,82.4,80,93,10.22
2155415,New Norfolk,AU,-42.7826,147.0587,46.63,76,100,1.99
2068110,Kununurra,AU,-15.7667,128.7333,73.38,46,0,5.75
1814093,Dali,CN,25.7,100.1833,61.3,66,35,4.5
352628,Maţāy,EG,28.419,30.7792,84.85,15,0,13.94
1814435,Dafeng,CN,23.4517,108.5881,70.11,93,89,1.07
3101943,Bytów,PL,54.1706,17.4919,60.24,49,88,9.42
935215,Saint-Philippe,RE,-21.3585,55.7679,76.59,80,54,15.59
4152311,Crestview,US,30.7621,-86.5705,75.4,87,75,11.5
556268,Ostrovnoy,RU,68.0531,39.5131,35.2,98,99,15.95
479071,Umba,RU,66.6871,34.3429,42.46,82,19,7.2
1789427,Wacheng,CN,33.7833,114.5167,68.38,46,61,19.64
2729907,Longyearbyen,SJ,78.2186,15.6401,26.44,74,75,4.61
3939761,Hualmay,PE,-11.0964,-77.6139,67.32,81,6,6.71
3372707,Ribeira Grande,PT,38.5167,-28.7,66.6,72,20,20.71
3661980,Tarauacá,BR,-8.1614,-70.7656,80.74,65,1,2.98
2399001,Mayumba,GA,-3.432,10.6554,83.12,76,90,7.23
5969025,Haines Junction,CA,60.7522,-137.5108,26.69,90,84,2.51
1784554,Zhicheng,CN,30.2956,111.5047,76.41,72,100,4.76
3155487,Glomfjord,NO,66.8167,13.9667,41.65,98,100,10.13
566000,Ilinskaya,RU,45.7219,40.7211,47.07,76,100,11.7
1504489,Karasuk,RU,53.7377,78.0403,68.2,30,51,23.51
113659,Tabas,IR,33.5959,56.9244,92.82,12,100,19.82
2264557,Ponta do Sol,PT,32.6667,-17.1,73.18,64,39,3.8
1490256,Talnakh,RU,69.4865,88.3972,22.21,96,100,3.94
5367788,Lompoc,US,34.6391,-120.4579,50.23,90,100,21.0
3372783,Ponta Delgada,PT,37.7333,-25.6667,65.12,88,40,17.27
304041,Muş Province,TR,39.0,41.75,48.24,75,100,13.6
3372760,Praia da Vitória,PT,38.7333,-27.0667,64.65,94,75,20.76
3430545,Morón,AR,-34.6534,-58.6198,66.79,75,0,4.09
1735106,George Town,MY,5.4112,100.3354,84.13,84,20,8.05
1526038,Atbasar,KZ,51.8,68.3333,55.67,29,100,15.39
3424607,Tasiilaq,GL,65.6145,-37.6368,28.56,47,43,7.16
3418910,Upernavik,GL,72.7868,-56.1549,14.74,66,36,3.22
2110227,Butaritari,KI,3.0707,172.7902,81.77,68,100,15.61
3374333,Praia,CV,14.9215,-23.5087,88.34,25,0,19.57
676720,Grindu,RO,44.7667,26.9167,69.71,27,0,7.34
2013923,Ust'-Kut,RU,56.7938,105.7672,39.52,68,98,3.91
3443061,Chui,UY,-33.6971,-53.4616,64.47,62,0,5.21
3353715,Outjo,NA,-20.1167,16.15,80.42,17,0,1.79
4034438,Haapiti,PF,-17.5667,-149.8667,77.72,78,79,5.99
2092164,Lorengau,PG,-2.0226,147.2712,82.15,81,61,8.1
3013633,Arrondissement du Havre,FR,49.5833,0.3333,56.97,88,40,11.5
624785,Navahrudak,BY,53.6,25.8333,58.3,67,100,4.97
5110365,Broome,US,42.2506,-75.833,51.85,70,40,5.75
1266475,Kishtwār,IN,33.3167,75.7667,59.27,76,94,2.77
2065594,Mount Isa,AU,-20.7333,139.5,64.17,42,21,12.66
1519226,Shemonaīkha,KZ,50.6328,81.9056,63.57,38,5,3.18
3466165,Cidreira,BR,-30.1811,-50.2056,66.49,62,0,2.91
3369157,Cape Town,ZA,-33.9258,18.4232,57.34,94,100,13.8
2068655,Katherine,AU,-14.4667,132.2667,71.92,49,0,9.22
4035715,Avarua,CK,-21.2078,-159.775,71.65,100,42,1.14
98182,Baghdad,IQ,33.3406,44.4009,84.11,12,0,11.5
2022572,Khatanga,RU,71.9667,102.5,18.09,87,100,24.94
2013465,Verkhoyansk,RU,67.5447,133.385,15.76,90,45,4.56
2090021,Namatanai,PG,-3.6667,152.4333,79.79,84,98,8.95
2027296,Aykhal,RU,66.0,111.5,28.81,85,62,16.62
1255788,Sonāri,IN,27.0667,95.0333,78.08,73,10,3.8
2447513,Arlit,NE,18.7369,7.3853,108.82,8,94,3.06
1217662,Romitan,UZ,39.9343,64.3814,84.15,37,0,6.91
2071860,Esperance,AU,-33.8667,121.9,56.5,80,0,13.27
5354943,Half Moon Bay,US,37.4636,-122.4286,56.25,92,100,3.44
1498161,Muzhi,RU,65.3667,64.6667,25.77,75,18,8.25
933995,Souillac,MU,-20.5167,57.5167,77.38,73,75,14.97
1282256,Hithadhoo,MV,-0.6,73.0833,84.96,75,55,15.97
3883457,Lebu,CL,-37.6167,-73.65,55.44,77,10,5.79
5861897,Fairbanks,US,64.8378,-147.7164,34.81,91,0,0.0
779622,Havøysund,NO,70.9963,24.6622,44.83,94,92,15.59
5905393,Bonavista,CA,48.6499,-53.1147,35.62,96,100,20.89
3395981,Maceió,BR,-9.6658,-35.7353,87.24,58,40,11.5
2272491,Zwedru,LR,6.0667,-8.1281,95.32,40,96,4.68
2595346,Ikare,NG,7.4913,5.2322,76.93,74,100,3.18
2112309,Katsuura,JP,35.1333,140.3,63.88,87,100,5.57
2242001,Caxito,AO,-8.5785,13.6643,90.3,55,35,4.81
1529484,Kumul,CN,42.8,93.45,78.4,22,100,17.52
2013229,Vyazemskiy,RU,47.5378,134.7525,42.73,56,5,7.74
2450173,Taoudenni,ML,22.6783,-3.9836,101.93,7,0,3.31
3981345,Topolobampo,MX,25.6,-109.05,74.14,51,0,1.3
2988507,Paris,FR,48.8534,2.3488,70.59,45,0,6.91
3105522,Bereda,ES,43.2686,-7.5406,70.41,38,9,7.99
4513583,Hamilton,US,39.1834,-84.5333,62.83,96,75,10.36
6050066,La Ronge,CA,55.1001,-105.2842,39.88,97,100,10.74
515879,Oktyabr'skiy,RU,54.4815,53.471,46.8,42,95,9.22
3104707,Villaviciosa,ES,43.4813,-5.4357,64.24,88,7,8.46
3652764,Puerto Ayora,EC,-0.7393,-90.3518,76.96,84,98,7.9
359792,Aswān,EG,24.0934,32.907,90.43,7,0,17.16
293992,Ofakim,IL,31.3141,34.6203,70.72,47,0,17.2
3083826,Szczecinek,PL,53.7079,16.6994,59.34,54,96,7.25
1337612,Dhidhdhoo,MV,6.8833,73.1,85.24,71,52,11.21
5847411,Kahului,US,20.8947,-156.47,73.92,79,0,20.71
1486321,Yar-Sale,RU,66.8333,70.8333,16.95,86,17,8.75
4034496,Fare,PF,-16.7,-151.0167,80.8,76,8,3.44
1788852,Xining,CN,36.6167,101.7667,64.92,37,50,9.22
2303611,Esim,GH,4.8699,-2.2405,85.01,68,100,7.27
1649150,Bengkulu,ID,-3.8004,102.2655,78.21,90,100,7.09
2232283,Ébolowa,CM,2.9,11.15,79.95,72,100,1.19
2751792,Leeuwarden,NL,53.2014,5.8086,66.78,57,88,14.97
933211,Nokaneng,BW,-19.6667,22.2667,83.12,19,0,0.92
4671654,Austin,US,30.2672,-97.7431,69.46,92,0,6.91
5964347,Grande Prairie,CA,55.1667,-118.8027,42.98,93,100,13.8
3135377,Sunndalsøra,NO,62.6754,8.5515,50.2,98,100,8.52
777019,Vardø,NO,70.3705,31.1107,37.38,75,0,21.85
1282666,Ṭikāpur,NP,28.5,81.1333,84.92,40,15,7.52
2381972,Adrar,MR,20.5022,-10.0711,97.2,10,3,7.74
2638534,Sandwick,GB,60.0,-1.25,49.82,93,75,20.71
2208248,Kaitangata,NZ,-46.2817,169.8464,53.76,84,100,3.06
2524181,Melito di Porto Salvo,IT,37.9222,15.7714,68.92,52,100,21.85
5746545,Portland,US,45.5234,-122.6762,49.53,93,100,5.75
3467860,Campina Verde,BR,-19.5356,-49.4864,78.98,33,0,2.13
110690,Faya,SA,18.3851,42.4509,75.72,46,13,12.93
6100086,Peachland,CA,49.7665,-119.7357,46.98,52,1,1.66
1215502,Banda Aceh,ID,5.5577,95.3222,78.19,87,100,13.42
3416888,Grindavik,IS,63.8424,-22.4338,39.67,60,75,19.57
1168312,Pasni,PK,25.2631,63.471,81.68,79,0,12.59
2377450,Nouakchott,MR,18.0858,-15.9785,82.33,47,0,15.26
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,64.81,73,100,17.38
3421319,Nuuk,GL,64.1835,-51.7216,32.61,59,20,11.5
5919850,Chapais,CA,49.7834,-74.8492,33.44,58,54,8.75
3381428,Iracoubo,GF,5.4802,-53.2011,80.1,88,94,9.55
2155562,Nelson Bay,AU,-32.7167,152.15,52.57,80,0,14.23
2236967,Soyo,AO,-6.1349,12.3689,83.1,72,43,9.86
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,41.99,75,40,12.66
3199873,Gospić,HR,44.5461,15.3747,51.49,93,100,3.11
2294086,Wankyi,GH,7.7392,-2.1046,94.08,45,100,2.89
1821935,Ta Khmau,KH,11.4833,104.95,86.05,74,40,2.3
1140025,Herat Province,AF,34.5,62.0,90.16,12,99,13.31
2618795,Klaksvík,FO,62.2266,-6.589,47.32,67,35,25.93
3361934,Saldanha,ZA,-33.0117,17.9442,58.44,89,100,20.83
296852,Erzin,TR,36.9559,36.2,62.73,60,97,7.02
6355222,Yulara,AU,-25.2406,130.9889,51.64,43,0,6.91
551846,Lagan,RU,45.3929,47.3707,48.09,79,100,21.68
3414079,Olafsvik,IS,64.8945,-23.7142,37.58,61,71,15.37
2123278,Mil'kovo,RU,54.7167,158.6167,35.31,83,98,5.5
1626542,Sorong,ID,-0.8833,131.25,81.09,83,73,3.18
3893629,Coquimbo,CL,-29.9533,-71.3436,60.13,82,100,2.28
3843123,Neuquén,AR,-38.9516,-68.0591,55.29,62,0,3.44
2381334,Atar,MR,20.5169,-13.0499,99.68,9,3,5.82
1792592,Tongren,CN,27.7172,109.1853,69.3,84,97,1.77
2178753,Kirakira,SB,-10.4544,161.9205,79.36,82,4,7.47
2123814,Leningradskiy,RU,69.3833,178.4167,11.39,95,100,5.5
1270287,Harpanahalli,IN,14.8,75.9833,88.88,32,83,5.53
944986,Vanderbijlpark,ZA,-26.7117,27.838,70.54,22,0,6.49
1648082,Boyolangu,ID,-8.1181,111.8935,77.68,92,50,2.19
1629965,Tanete,ID,-3.9443,119.7848,76.35,96,80,3.47
2171069,Colac,AU,-38.3333,143.5833,46.83,93,100,10.65
2338660,Yaan,NG,7.3833,8.5667,86.05,55,100,7.25
2012530,Zhigansk,RU,66.7697,123.3711,30.81,91,100,18.95
2138555,Poum,NC,-20.2333,164.0167,77.14,75,0,17.76
1628884,Sampit,ID,-2.5333,112.95,76.26,96,100,2.46
4013679,Coahuayana Viejo,MX,18.7333,-103.6833,76.46,63,6,0.56
2020738,Litovko,RU,49.2361,135.1742,43.45,62,4,16.22
3870243,Taltal,CL,-25.4,-70.4833,65.26,70,100,4.65
1809498,Guilin,CN,25.2819,110.2864,72.77,82,100,0.96
3466704,Castro,BR,-24.7911,-50.0119,63.52,69,31,4.25
342856,Bako,ET,5.7833,36.5667,79.59,50,53,2.95
1045114,Inhambane,MZ,-23.865,35.3833,77.58,68,17,8.1
3386213,Touros,BR,-5.1989,-35.4608,83.14,77,80,15.01
4031637,Lavrentiya,RU,65.5833,-171.0,5.4,96,100,4.83
2643044,Margate,GB,51.3813,1.3862,63.3,74,81,8.05
2477537,Tazmalt,DZ,36.3868,4.3989,65.91,56,66,8.55
5864145,Homer,US,59.6425,-151.5483,37.33,93,40,0.0
6621469,Arrondissement d'Arcachon,FR,44.5875,-1.0519,64.47,63,0,14.97
1808857,Hanzhong,CN,33.0728,107.0303,71.87,55,0,3.65
1803560,Lingao,CN,19.9103,109.6859,75.61,91,97,12.62
2016701,Shimanovsk,RU,52.0,127.7,40.3,41,100,10.47
5282297,Bethel,US,41.3712,-73.414,55.9,67,100,5.75
3146487,Raudeberg,NO,61.9875,5.1352,48.87,94,100,21.81
3430708,Mercedes,AR,-34.6515,-59.4307,68.76,68,0,6.22
2112802,Hasaki,JP,35.7333,140.8333,59.4,80,100,6.35
1159362,Torbat-e Jām,IR,35.244,60.6225,90.45,17,29,1.99
3436714,Villarrica,PY,-25.75,-56.4333,70.43,69,4,1.54
5720495,Coos Bay,US,43.3665,-124.2179,54.39,94,100,18.41
2021370,Kul'dur,RU,49.2167,131.6333,36.07,66,100,5.03
3038789,Abbeville,FR,50.1,1.8333,69.49,65,36,10.45
1487599,Verkh-Chebula,RU,56.0308,87.6218,54.79,45,26,7.34
1489853,Tazovsky,RU,67.4667,78.7,12.92,92,100,3.44
564234,Dukhovshchina,RU,55.1919,32.4111,57.33,47,99,9.69
4486983,Bowmore,US,34.9421,-79.3031,70.59,83,100,9.22
535839,Leshukonskoye,RU,64.8989,45.7622,35.08,98,100,8.23
1172888,Kot Samaba,PK,28.5522,70.4684,103.35,9,2,7.99
5935804,Dawson Creek,CA,55.7666,-120.2362,40.03,96,100,12.68
2963295,Killybegs,IE,54.6333,-8.45,55.11,83,83,8.46
1519422,Semey,KZ,50.4111,80.2275,71.82,28,0,6.71
4212684,Newnan,US,33.3807,-84.7997,69.91,96,100,3.44
4004293,Ixtapa,MX,20.7,-105.2,76.23,78,75,0.0
6541905,Nola,IT,40.922,14.5329,71.37,97,100,4.43
6144195,Senneterre,CA,48.3835,-77.2328,38.53,40,3,7.34
2396853,Omboué,GA,-1.5746,9.2618,82.36,82,100,7.4
3653015,Playas,EC,-2.6333,-80.3833,74.53,83,95,3.11
2122090,Pevek,RU,69.7008,170.3133,19.49,92,100,5.23
1260556,Pandaria,IN,22.2333,81.4167,92.93,17,50,3.24
1493197,Salekhard,RU,66.53,66.6019,19.54,81,5,6.24
5563839,Fortuna,US,40.5982,-124.1573,58.89,86,100,5.75
2012593,Zeya,RU,53.75,127.2667,33.89,57,0,6.69
4362001,Mayo,US,38.8876,-76.5119,58.23,92,100,10.36
3839307,Rawson,AR,-43.3002,-65.1023,60.8,52,14,6.89
2170139,Cowra,AU,-33.8333,148.6833,41.36,77,1,3.78
5610815,Twin Falls,US,42.3505,-114.6445,50.43,87,100,10.36
1061605,Manakara,MG,-22.1333,48.0167,75.78,84,7,8.55
1630639,Pringsewu,ID,-5.3582,104.9744,75.52,96,100,2.86
4031742,Egvekinot,RU,66.3167,-179.1667,11.93,98,100,0.92
520574,Nizhniy Lomov,RU,53.5304,43.6766,50.83,35,10,1.68
4231997,Avera,US,33.194,-82.5271,76.12,74,100,11.21
2318921,Wukari,NG,7.85,9.7833,87.28,55,99,6.98
6065262,Maniwaki,CA,46.3834,-75.966,45.46,34,2,7.67
3662342,São Gabriel da Cachoeira,BR,-0.1303,-67.0892,80.24,82,79,3.33
1106643,Quatre Cocos,MU,-20.2078,57.7625,77.09,67,90,18.9
1524296,Esil,KZ,51.9556,66.4042,54.52,29,100,15.64
2014624,Udachny,RU,66.4167,112.4,27.36,84,81,8.93
293842,Kiryat Gat,IL,31.61,34.7642,70.61,43,0,14.99
3495137,Pedernales,DO,18.0384,-71.744,81.91,64,6,3.02
235191,Amudat,UG,1.95,34.95,84.25,40,28,11.7
2216645,Hūn,LY,29.1268,15.9477,99.68,7,99,11.54
3373790,Holetown,BB,13.1867,-59.6381,84.76,72,99,15.93
3347019,Mossamedes,AO,-15.1961,12.1522,84.45,48,3,9.95
5710035,West Wendover,US,40.7391,-114.0733,54.61,54,0,9.22
2171099,Codrington,AU,-38.2667,141.9667,51.28,78,100,13.89
287286,Ruwi,OM,23.5996,58.5507,87.49,45,0,11.9
2051523,Bratsk,RU,56.1325,101.6142,48.69,54,99,4.27
511264,Pereyaslovskaya,RU,45.8412,39.0238,55.09,67,96,15.61
1489822,Tegul'det,RU,57.3064,88.1667,50.76,51,8,5.91
1786676,Yima,CN,34.7381,111.8839,63.05,50,4,22.01
1855540,Naze,JP,28.3667,129.4833,70.18,87,99,14.9
1631905,Payakumbuh,ID,-0.2202,100.6308,70.29,95,100,3.96
1791779,Wanning,CN,18.8003,110.3967,76.77,92,74,6.67
3899539,Antofagasta,CL,-23.65,-70.4,61.88,67,71,6.4
6113406,Prince Rupert,CA,54.3161,-130.3201,37.49,100,100,4.61
686090,Asău,RO,46.4333,26.4,65.32,47,3,6.49
463355,Zheleznodorozhnyy,RU,55.7503,38.0042,60.08,37,100,10.0
3354077,Opuwo,NA,-18.0607,13.84,81.28,21,0,6.11
2392087,Porto-Novo,BJ,6.4965,2.6036,74.55,86,100,6.58
3129661,Arenys de Mar,ES,41.5819,2.5494,69.84,58,31,4.0
6096551,Pangnirtung,CA,66.1451,-65.7125,19.15,89,46,4.0
2522890,Tortolì,IT,39.9256,9.6572,64.87,81,82,5.1
2063042,Port Hedland,AU,-20.3167,118.5667,71.65,46,0,8.05
2146142,Townsville,AU,-19.25,146.8,74.28,88,95,5.75
1637001,Biak,ID,-0.9131,122.8766,78.08,85,98,1.74
1484892,Zyryanskoye,RU,56.8306,86.6258,55.24,46,46,8.48
2514301,Mahon,ES,39.8885,4.2658,68.56,42,20,20.71
2281120,Tabou,CI,4.423,-7.3528,85.89,67,99,8.43
100926,Umluj,SA,25.0213,37.2685,78.91,45,0,17.76
688052,Yurkivka,UA,49.0126,31.1013,62.17,38,13,7.92
3931656,Pucara,PE,-15.9803,-71.4606,47.32,34,0,2.64
4047434,Russell,US,32.3502,-85.1999,72.61,83,75,13.8
57000,Hobyo,SO,5.3505,48.5268,85.06,74,69,21.3
2189343,Kaeo,NZ,-35.1,173.7833,53.33,94,3,5.41
3403127,Capitão Poço,BR,-1.7464,-47.0594,86.2,65,52,7.31
1213855,Sibolga,ID,1.7427,98.7792,77.38,85,100,1.66
2240449,Luanda,AO,-8.8368,13.2343,84.2,65,20,10.36
1278969,Along,IN,28.1667,94.7667,72.28,85,1,1.52
4328010,Houma,US,29.5958,-90.7195,71.6,100,100,11.5
3421765,Nanortalik,GL,60.1432,-45.2371,35.94,99,100,10.67
3175096,Laas,IT,46.6166,10.7002,57.36,97,100,2.68
212730,Kisangani,CD,0.5167,25.2,72.81,96,100,4.59
5325327,Avenal,US,36.0041,-120.129,55.49,54,98,0.76
1513990,Gazli,UZ,40.1333,63.45,90.41,19,25,6.71
1519924,Kushmurun,KZ,52.4503,64.6311,53.37,30,100,13.65
2173125,Burnie,AU,-41.0667,145.9167,52.95,73,82,8.32
2146219,Hervey Bay,AU,-25.2986,152.8535,73.36,85,100,4.99
3110458,El Escorial,ES,40.5914,-4.1474,67.8,33,8,9.35
5919815,Channel-Port aux Basques,CA,47.5702,-59.1367,37.2,87,100,16.93
3444105,San Matías,BO,-16.3667,-58.4,77.23,41,0,6.31
3926438,Urubamba,PE,-13.3047,-72.1158,56.3,63,7,1.83
